Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Condition,Measure ID,Measure Name,Score,Sample,Footnote,Measure Start Date,Measure End Date
490018,AUGUSTA HEALTH,78 MEDICAL CENTER DRIVE,FISHERSVILLE,VA,22939,AUGUSTA,5409324000,Surgical Care Improvement Project,SCIP_INF_10,Surgery Patients with Perioperative Temperature Management,100,273,3 - Results are based on a shorter time period than required.,10/1/13,9/30/14
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Surgical Care Improvement Project,SCIP_INF_2,Prophylactic Antibiotic Selection for Surgical Patients,99,338,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
50002,ST ROSE HOSPITAL,27200 CALAROGA AVE,HAYWARD,CA,94545,ALAMEDA,5107826200,Surgical Care Improvement Project,SCIP_INF_2,Prophylactic Antibiotic Selection for Surgical Patients,100,194,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
110001,HAMILTON MEDICAL CENTER,1200 MEMORIAL DRIVE,DALTON,GA,30720,WHITFIELD,7062726105,Surgical Care Improvement Project,SCIP_INF_2,Prophylactic Antibiotic Selection for Surgical Patients,99,163,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
330005,KALEIDA HEALTH,726 EXCHANGE STREET SUITE 522,BUFFALO,NY,14210,ERIE,7168598620,Surgical Care Improvement Project,SCIP_INF_2,Prophylactic Antibiotic Selection for Surgical Patients,99,815,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
490018,AUGUSTA HEALTH,78 MEDICAL CENTER DRIVE,FISHERSVILLE,VA,22939,AUGUSTA,5409324000,Surgical Care Improvement Project,SCIP_INF_2,Prophylactic Antibiotic Selection for Surgical Patients,100,857,,10/1/13,9/30/14
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Surgical Care Improvement Project,SCIP_INF_3,Prophylactic antibiotics discontinued within 24 hours after surgery end time,98,329,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
50002,ST ROSE HOSPITAL,27200 CALAROGA AVE,HAYWARD,CA,94545,ALAMEDA,5107826200,Surgical Care Improvement Project,SCIP_INF_3,Prophylactic antibiotics discontinued within 24 hours after surgery end time,99,189,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
110001,HAMILTON MEDICAL CENTER,1200 MEMORIAL DRIVE,DALTON,GA,30720,WHITFIELD,7062726105,Surgical Care Improvement Project,SCIP_INF_3,Prophylactic antibiotics discontinued within 24 hours after surgery end time,98,158,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
330005,KALEIDA HEALTH,726 EXCHANGE STREET SUITE 522,BUFFALO,NY,14210,ERIE,7168598620,Surgical Care Improvement Project,SCIP_INF_3,Prophylactic antibiotics discontinued within 24 hours after surgery end time,97,795,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
490018,AUGUSTA HEALTH,78 MEDICAL CENTER DRIVE,FISHERSVILLE,VA,22939,AUGUSTA,5409324000,Surgical Care Improvement Project,SCIP_INF_3,Prophylactic antibiotics discontinued within 24 hours after surgery end time,99,838,,10/1/13,9/30/14
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Surgical Care Improvement Project,SCIP_INF_4,Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose,Not Available,Not Available,4 - Data suppressed by CMS for one or more quarters.,1/1/14,9/30/14
50002,ST ROSE HOSPITAL,27200 CALAROGA AVE,HAYWARD,CA,94545,ALAMEDA,5107826200,Surgical Care Improvement Project,SCIP_INF_4,Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose,Not Available,Not Available,4 - Data suppressed by CMS for one or more quarters.,1/1/14,9/30/14
110001,HAMILTON MEDICAL CENTER,1200 MEMORIAL DRIVE,DALTON,GA,30720,WHITFIELD,7062726105,Surgical Care Improvement Project,SCIP_INF_4,Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose,Not Available,Not Available,4 - Data suppressed by CMS for one or more quarters.,1/1/14,9/30/14
330005,KALEIDA HEALTH,726 EXCHANGE STREET SUITE 522,BUFFALO,NY,14210,ERIE,7168598620,Surgical Care Improvement Project,SCIP_INF_4,Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose,Not Available,Not Available,4 - Data suppressed by CMS for one or more quarters.,1/1/14,9/30/14
490018,AUGUSTA HEALTH,78 MEDICAL CENTER DRIVE,FISHERSVILLE,VA,22939,AUGUSTA,5409324000,Surgical Care Improvement Project,SCIP_INF_4,Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose,Not Available,Not Available,4 - Data suppressed by CMS for one or more quarters.,1/1/14,9/30/14
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Surgical Care Improvement Project,SCIP_INF_9,Postoperative Urinary Catheter Removal,98,324,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
50002,ST ROSE HOSPITAL,27200 CALAROGA AVE,HAYWARD,CA,94545,ALAMEDA,5107826200,Surgical Care Improvement Project,SCIP_INF_9,Postoperative Urinary Catheter Removal,99,195,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
110001,HAMILTON MEDICAL CENTER,1200 MEMORIAL DRIVE,DALTON,GA,30720,WHITFIELD,7062726105,Surgical Care Improvement Project,SCIP_INF_9,Postoperative Urinary Catheter Removal,98,205,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
330005,KALEIDA HEALTH,726 EXCHANGE STREET SUITE 522,BUFFALO,NY,14210,ERIE,7168598620,Surgical Care Improvement Project,SCIP_INF_9,Postoperative Urinary Catheter Removal,97,568,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
490018,AUGUSTA HEALTH,78 MEDICAL CENTER DRIVE,FISHERSVILLE,VA,22939,AUGUSTA,5409324000,Surgical Care Improvement Project,SCIP_INF_9,Postoperative Urinary Catheter Removal,99,880,,10/1/13,9/30/14
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Surgical Care Improvement Project,SCIP_VTE_2,Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery,100,271,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
50002,ST ROSE HOSPITAL,27200 CALAROGA AVE,HAYWARD,CA,94545,ALAMEDA,5107826200,Surgical Care Improvement Project,SCIP_VTE_2,Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery,100,248,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
110001,HAMILTON MEDICAL CENTER,1200 MEMORIAL DRIVE,DALTON,GA,30720,WHITFIELD,7062726105,Surgical Care Improvement Project,SCIP_VTE_2,Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery,99,235,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
330005,KALEIDA HEALTH,726 EXCHANGE STREET SUITE 522,BUFFALO,NY,14210,ERIE,7168598620,Surgical Care Improvement Project,SCIP_VTE_2,Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery,99,680,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
490018,AUGUSTA HEALTH,78 MEDICAL CENTER DRIVE,FISHERSVILLE,VA,22939,AUGUSTA,5409324000,Surgical Care Improvement Project,SCIP_VTE_2,Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery,99,978,,10/1/13,9/30/14
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Stroke Care,STK_1,Venous Thromboembolism (VTE) Prophylaxis,97,118,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
50002,ST ROSE HOSPITAL,27200 CALAROGA AVE,HAYWARD,CA,94545,ALAMEDA,5107826200,Stroke Care,STK_1,Venous Thromboembolism (VTE) Prophylaxis,94,54,,10/1/13,9/30/14
110001,HAMILTON MEDICAL CENTER,1200 MEMORIAL DRIVE,DALTON,GA,30720,WHITFIELD,7062726105,Stroke Care,STK_1,Venous Thromboembolism (VTE) Prophylaxis,99,172,,10/1/13,9/30/14
330005,KALEIDA HEALTH,726 EXCHANGE STREET SUITE 522,BUFFALO,NY,14210,ERIE,7168598620,Stroke Care,STK_1,Venous Thromboembolism (VTE) Prophylaxis,97,1402,,10/1/13,9/30/14
490018,AUGUSTA HEALTH,78 MEDICAL CENTER DRIVE,FISHERSVILLE,VA,22939,AUGUSTA,5409324000,Stroke Care,STK_1,Venous Thromboembolism (VTE) Prophylaxis,93,118,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Stroke Care,STK_10,Assessed for Rehabilitation,100,99,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
50002,ST ROSE HOSPITAL,27200 CALAROGA AVE,HAYWARD,CA,94545,ALAMEDA,5107826200,Stroke Care,STK_10,Assessed for Rehabilitation,92,48,,10/1/13,9/30/14
110001,HAMILTON MEDICAL CENTER,1200 MEMORIAL DRIVE,DALTON,GA,30720,WHITFIELD,7062726105,Stroke Care,STK_10,Assessed for Rehabilitation,99,199,,10/1/13,9/30/14
330005,KALEIDA HEALTH,726 EXCHANGE STREET SUITE 522,BUFFALO,NY,14210,ERIE,7168598620,Stroke Care,STK_10,Assessed for Rehabilitation,99,1391,,10/1/13,9/30/14
490018,AUGUSTA HEALTH,78 MEDICAL CENTER DRIVE,FISHERSVILLE,VA,22939,AUGUSTA,5409324000,Stroke Care,STK_10,Assessed for Rehabilitation,100,144,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Stroke Care,STK_2,Discharged on Antithrombotic Therapy,100,84,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
50002,ST ROSE HOSPITAL,27200 CALAROGA AVE,HAYWARD,CA,94545,ALAMEDA,5107826200,Stroke Care,STK_2,Discharged on Antithrombotic Therapy,98,42,,10/1/13,9/30/14
110001,HAMILTON MEDICAL CENTER,1200 MEMORIAL DRIVE,DALTON,GA,30720,WHITFIELD,7062726105,Stroke Care,STK_2,Discharged on Antithrombotic Therapy,100,188,,10/1/13,9/30/14
330005,KALEIDA HEALTH,726 EXCHANGE STREET SUITE 522,BUFFALO,NY,14210,ERIE,7168598620,Stroke Care,STK_2,Discharged on Antithrombotic Therapy,100,1227,,10/1/13,9/30/14
490018,AUGUSTA HEALTH,78 MEDICAL CENTER DRIVE,FISHERSVILLE,VA,22939,AUGUSTA,5409324000,Stroke Care,STK_2,Discharged on Antithrombotic Therapy,100,139,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Stroke Care,STK_3,Anticoagulation Therapy for Atrial Fibrillation/Flutter,92,12,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
50002,ST ROSE HOSPITAL,27200 CALAROGA AVE,HAYWARD,CA,94545,ALAMEDA,5107826200,Stroke Care,STK_3,Anticoagulation Therapy for Atrial Fibrillation/Flutter,Not Available,Not Available,1 - The number of cases/patients is too few to report.,10/1/13,9/30/14
110001,HAMILTON MEDICAL CENTER,1200 MEMORIAL DRIVE,DALTON,GA,30720,WHITFIELD,7062726105,Stroke Care,STK_3,Anticoagulation Therapy for Atrial Fibrillation/Flutter,100,29,,10/1/13,9/30/14
330005,KALEIDA HEALTH,726 EXCHANGE STREET SUITE 522,BUFFALO,NY,14210,ERIE,7168598620,Stroke Care,STK_3,Anticoagulation Therapy for Atrial Fibrillation/Flutter,100,211,,10/1/13,9/30/14
490018,AUGUSTA HEALTH,78 MEDICAL CENTER DRIVE,FISHERSVILLE,VA,22939,AUGUSTA,5409324000,Stroke Care,STK_3,Anticoagulation Therapy for Atrial Fibrillation/Flutter,96,24,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Stroke Care,STK_4,Thrombolytic Therapy,Not Available,Not Available,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
50002,ST ROSE HOSPITAL,27200 CALAROGA AVE,HAYWARD,CA,94545,ALAMEDA,5107826200,Stroke Care,STK_4,Thrombolytic Therapy,Not Available,Not Available,1 - The number of cases/patients is too few to report.,10/1/13,9/30/14
110001,HAMILTON MEDICAL CENTER,1200 MEMORIAL DRIVE,DALTON,GA,30720,WHITFIELD,7062726105,Stroke Care,STK_4,Thrombolytic Therapy,100,15,,10/1/13,9/30/14
330005,KALEIDA HEALTH,726 EXCHANGE STREET SUITE 522,BUFFALO,NY,14210,ERIE,7168598620,Stroke Care,STK_4,Thrombolytic Therapy,92,109,,10/1/13,9/30/14
490018,AUGUSTA HEALTH,78 MEDICAL CENTER DRIVE,FISHERSVILLE,VA,22939,AUGUSTA,5409324000,Stroke Care,STK_4,Thrombolytic Therapy,Not Available,Not Available,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Stroke Care,STK_5,Antithrombotic Therapy by End of Hospital Day 2,98,80,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
50002,ST ROSE HOSPITAL,27200 CALAROGA AVE,HAYWARD,CA,94545,ALAMEDA,5107826200,Stroke Care,STK_5,Antithrombotic Therapy by End of Hospital Day 2,100,47,,10/1/13,9/30/14
110001,HAMILTON MEDICAL CENTER,1200 MEMORIAL DRIVE,DALTON,GA,30720,WHITFIELD,7062726105,Stroke Care,STK_5,Antithrombotic Therapy by End of Hospital Day 2,99,161,,10/1/13,9/30/14
330005,KALEIDA HEALTH,726 EXCHANGE STREET SUITE 522,BUFFALO,NY,14210,ERIE,7168598620,Stroke Care,STK_5,Antithrombotic Therapy by End of Hospital Day 2,100,1045,,10/1/13,9/30/14
490018,AUGUSTA HEALTH,78 MEDICAL CENTER DRIVE,FISHERSVILLE,VA,22939,AUGUSTA,5409324000,Stroke Care,STK_5,Antithrombotic Therapy by End of Hospital Day 2,100,113,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Stroke Care,STK_6,Discharged on Statin Medication,97,72,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
50002,ST ROSE HOSPITAL,27200 CALAROGA AVE,HAYWARD,CA,94545,ALAMEDA,5107826200,Stroke Care,STK_6,Discharged on Statin Medication,95,41,,10/1/13,9/30/14
110001,HAMILTON MEDICAL CENTER,1200 MEMORIAL DRIVE,DALTON,GA,30720,WHITFIELD,7062726105,Stroke Care,STK_6,Discharged on Statin Medication,99,144,,10/1/13,9/30/14
330005,KALEIDA HEALTH,726 EXCHANGE STREET SUITE 522,BUFFALO,NY,14210,ERIE,7168598620,Stroke Care,STK_6,Discharged on Statin Medication,99,979,,10/1/13,9/30/14
490018,AUGUSTA HEALTH,78 MEDICAL CENTER DRIVE,FISHERSVILLE,VA,22939,AUGUSTA,5409324000,Stroke Care,STK_6,Discharged on Statin Medication,97,105,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Stroke Care,STK_8,Stroke Education,93,69,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
50002,ST ROSE HOSPITAL,27200 CALAROGA AVE,HAYWARD,CA,94545,ALAMEDA,5107826200,Stroke Care,STK_8,Stroke Education,31,29,,10/1/13,9/30/14
110001,HAMILTON MEDICAL CENTER,1200 MEMORIAL DRIVE,DALTON,GA,30720,WHITFIELD,7062726105,Stroke Care,STK_8,Stroke Education,94,115,,10/1/13,9/30/14
330005,KALEIDA HEALTH,726 EXCHANGE STREET SUITE 522,BUFFALO,NY,14210,ERIE,7168598620,Stroke Care,STK_8,Stroke Education,96,786,,10/1/13,9/30/14
490018,AUGUSTA HEALTH,78 MEDICAL CENTER DRIVE,FISHERSVILLE,VA,22939,AUGUSTA,5409324000,Stroke Care,STK_8,Stroke Education,95,82,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Blood Clot Prevention and Treatment,VTE_1,Venous thromboembolism prophylaxis,92,433,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
50002,ST ROSE HOSPITAL,27200 CALAROGA AVE,HAYWARD,CA,94545,ALAMEDA,5107826200,Blood Clot Prevention and Treatment,VTE_1,Venous thromboembolism prophylaxis,97,440,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
110001,HAMILTON MEDICAL CENTER,1200 MEMORIAL DRIVE,DALTON,GA,30720,WHITFIELD,7062726105,Blood Clot Prevention and Treatment,VTE_1,Venous thromboembolism prophylaxis,98,375,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
330005,KALEIDA HEALTH,726 EXCHANGE STREET SUITE 522,BUFFALO,NY,14210,ERIE,7168598620,Blood Clot Prevention and Treatment,VTE_1,Venous thromboembolism prophylaxis,86,369,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
490018,AUGUSTA HEALTH,78 MEDICAL CENTER DRIVE,FISHERSVILLE,VA,22939,AUGUSTA,5409324000,Blood Clot Prevention and Treatment,VTE_1,Venous thromboembolism prophylaxis,90,422,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Blood Clot Prevention and Treatment,VTE_2,ICU venous thromboembolism prophylaxis,99,103,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
50002,ST ROSE HOSPITAL,27200 CALAROGA AVE,HAYWARD,CA,94545,ALAMEDA,5107826200,Blood Clot Prevention and Treatment,VTE_2,ICU venous thromboembolism prophylaxis,97,110,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
110001,HAMILTON MEDICAL CENTER,1200 MEMORIAL DRIVE,DALTON,GA,30720,WHITFIELD,7062726105,Blood Clot Prevention and Treatment,VTE_2,ICU venous thromboembolism prophylaxis,100,137,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
330005,KALEIDA HEALTH,726 EXCHANGE STREET SUITE 522,BUFFALO,NY,14210,ERIE,7168598620,Blood Clot Prevention and Treatment,VTE_2,ICU venous thromboembolism prophylaxis,95,144,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
490018,AUGUSTA HEALTH,78 MEDICAL CENTER DRIVE,FISHERSVILLE,VA,22939,AUGUSTA,5409324000,Blood Clot Prevention and Treatment,VTE_2,ICU venous thromboembolism prophylaxis,91,44,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Blood Clot Prevention and Treatment,VTE_3,Anticoagulation overlap therapy,83,126,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
50002,ST ROSE HOSPITAL,27200 CALAROGA AVE,HAYWARD,CA,94545,ALAMEDA,5107826200,Blood Clot Prevention and Treatment,VTE_3,Anticoagulation overlap therapy,100,40,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
110001,HAMILTON MEDICAL CENTER,1200 MEMORIAL DRIVE,DALTON,GA,30720,WHITFIELD,7062726105,Blood Clot Prevention and Treatment,VTE_3,Anticoagulation overlap therapy,100,57,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
330005,KALEIDA HEALTH,726 EXCHANGE STREET SUITE 522,BUFFALO,NY,14210,ERIE,7168598620,Blood Clot Prevention and Treatment,VTE_3,Anticoagulation overlap therapy,95,343,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
490018,AUGUSTA HEALTH,78 MEDICAL CENTER DRIVE,FISHERSVILLE,VA,22939,AUGUSTA,5409324000,Blood Clot Prevention and Treatment,VTE_3,Anticoagulation overlap therapy,97,96,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Blood Clot Prevention and Treatment,VTE_4,Unfractionated heparin with dosages/platelet count monitoring,96,23,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
50002,ST ROSE HOSPITAL,27200 CALAROGA AVE,HAYWARD,CA,94545,ALAMEDA,5107826200,Blood Clot Prevention and Treatment,VTE_4,Unfractionated heparin with dosages/platelet count monitoring,100,26,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
110001,HAMILTON MEDICAL CENTER,1200 MEMORIAL DRIVE,DALTON,GA,30720,WHITFIELD,7062726105,Blood Clot Prevention and Treatment,VTE_4,Unfractionated heparin with dosages/platelet count monitoring,100,44,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
330005,KALEIDA HEALTH,726 EXCHANGE STREET SUITE 522,BUFFALO,NY,14210,ERIE,7168598620,Blood Clot Prevention and Treatment,VTE_4,Unfractionated heparin with dosages/platelet count monitoring,100,261,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
490018,AUGUSTA HEALTH,78 MEDICAL CENTER DRIVE,FISHERSVILLE,VA,22939,AUGUSTA,5409324000,Blood Clot Prevention and Treatment,VTE_4,Unfractionated heparin with dosages/platelet count monitoring,100,65,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Blood Clot Prevention and Treatment,VTE_5,Warfarin therapy discharge instructions,63,93,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
50002,ST ROSE HOSPITAL,27200 CALAROGA AVE,HAYWARD,CA,94545,ALAMEDA,5107826200,Blood Clot Prevention and Treatment,VTE_5,Warfarin therapy discharge instructions,76,25,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
110001,HAMILTON MEDICAL CENTER,1200 MEMORIAL DRIVE,DALTON,GA,30720,WHITFIELD,7062726105,Blood Clot Prevention and Treatment,VTE_5,Warfarin therapy discharge instructions,93,41,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
330005,KALEIDA HEALTH,726 EXCHANGE STREET SUITE 522,BUFFALO,NY,14210,ERIE,7168598620,Blood Clot Prevention and Treatment,VTE_5,Warfarin therapy discharge instructions,74,225,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
490018,AUGUSTA HEALTH,78 MEDICAL CENTER DRIVE,FISHERSVILLE,VA,22939,AUGUSTA,5409324000,Blood Clot Prevention and Treatment,VTE_5,Warfarin therapy discharge instructions,89,83,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Blood Clot Prevention and Treatment,VTE_6,Incidence of potentially preventable VTE,0,28,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
50002,ST ROSE HOSPITAL,27200 CALAROGA AVE,HAYWARD,CA,94545,ALAMEDA,5107826200,Blood Clot Prevention and Treatment,VTE_6,Incidence of potentially preventable VTE,Not Available,Not Available,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
110001,HAMILTON MEDICAL CENTER,1200 MEMORIAL DRIVE,DALTON,GA,30720,WHITFIELD,7062726105,Blood Clot Prevention and Treatment,VTE_6,Incidence of potentially preventable VTE,Not Available,Not Available,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
330005,KALEIDA HEALTH,726 EXCHANGE STREET SUITE 522,BUFFALO,NY,14210,ERIE,7168598620,Blood Clot Prevention and Treatment,VTE_6,Incidence of potentially preventable VTE,10,82,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
490018,AUGUSTA HEALTH,78 MEDICAL CENTER DRIVE,FISHERSVILLE,VA,22939,AUGUSTA,5409324000,Blood Clot Prevention and Treatment,VTE_6,Incidence of potentially preventable VTE,12,17,2 - Data submitted were based on a sample of cases/patients.,10/1/13,9/30/14
